awa 0 28 41 50 60 67 75 100 115 130 150 170 180
clAsyCentre 0 0.01830 0.73500 0.94666 1.08342 1.10494 1.09059 0.94709 0.75337 0.32287 0.03587 0.00000 0.00000
cdAsyCentre 0.20000 0.16215 0.25184 0.32502 0.40897 0.45920 0.50225 0.57400 0.59552 0.50225 0.38027 0.30852 0.28700
